num,type,audio_path,audio_file,start_sec,end_sec,duration_sec,source_file,segment_id,text,sentence,response,trial,block,cond,accuracy,matched_patient_id,split,is_augmented,augmentation_id
14,between,segments_augmented/100_DDF_seg014_aug2.wav,segment_14.wav,155.64525,160.46125,4.8160000000000025,100_DDF,100_DDF_seg014_aug2,зять любовно нарядил  n/r,Зять любовно нарядил ...,N/R,8,3,real,0.0,100_DDF,train,True,1.0
15,between,segments\segment_15.wav,segment_15.wav,162.645,167.4605625,4.815562499999999,100_DDF,100_DDF_seg015,пылкий певец покорил  публику,Пылкий певец покорил ...,публику,9,3,real,1.0,100_DDF,train,,
15,between,segments_augmented/100_DDF_seg015_aug1.wav,segment_15.wav,162.645,167.4605625,4.815562499999999,100_DDF,100_DDF_seg015_aug1,пылкий певец покорил  публику,Пылкий певец покорил ...,публику,9,3,real,1.0,100_DDF,train,True,0.0
15,between,segments_augmented/100_DDF_seg015_aug2.wav,segment_15.wav,162.645,167.4605625,4.815562499999999,100_DDF,100_DDF_seg015_aug2,пылкий певец покорил  публику,Пылкий певец покорил ...,публику,9,3,real,1.0,100_DDF,train,True,1.0
16,between,segments\segment_16.wav,segment_16.wav,169.6443125,174.4608125,4.816499999999991,100_DDF,100_DDF_seg016,мееееее мееее мееееее  1,Мееееее мееее мееееее ...,1,10,4,baseline,1.0,100_DDF,train,,
16,between,segments_augmented/100_DDF_seg016_aug1.wav,segment_16.wav,169.6443125,174.4608125,4.816499999999991,100_DDF,100_DDF_seg016_aug1,мееееее мееее мееееее  1,Мееееее мееее мееееее ...,1,10,4,baseline,1.0,100_DDF,train,True,0.0
16,between,segments_augmented/100_DDF_seg016_aug2.wav,segment_16.wav,169.6443125,174.4608125,4.816499999999991,100_DDF,100_DDF_seg016_aug2,мееееее мееее мееееее  1,Мееееее мееее мееееее ...,1,10,4,baseline,1.0,100_DDF,train,True,1.0
17,between,segments\segment_17.wav,segment_17.wav,176.6445625,181.460125,4.815562499999999,100_DDF,100_DDF_seg017,веее вееееее вееееее  1,Веее вееееее вееееее ...,1,11,4,baseline,1.0,100_DDF,train,,
17,between,segments_augmented/100_DDF_seg017_aug1.wav,segment_17.wav,176.6445625,181.460125,4.815562499999999,100_DDF,100_DDF_seg017_aug1,веее вееееее вееееее  1,Веее вееееее вееееее ...,1,11,4,baseline,1.0,100_DDF,train,True,0.0
17,between,segments_augmented/100_DDF_seg017_aug2.wav,segment_17.wav,176.6445625,181.460125,4.815562499999999,100_DDF,100_DDF_seg017_aug2,веее вееееее вееееее  1,Веее вееееее вееееее ...,1,11,4,baseline,1.0,100_DDF,train,True,1.0
18,between,segments\segment_18.wav,segment_18.wav,183.643875,188.459125,4.815249999999992,100_DDF,100_DDF_seg018,рааааа раааа раааааа  1,Рааааа раааа раааааа ...,1,12,4,baseline,1.0,100_DDF,train,,
18,between,segments_augmented/100_DDF_seg018_aug1.wav,segment_18.wav,183.643875,188.459125,4.815249999999992,100_DDF,100_DDF_seg018_aug1,рааааа раааа раааааа  1,Рааааа раааа раааааа ...,1,12,4,baseline,1.0,100_DDF,train,True,0.0
18,between,segments_augmented/100_DDF_seg018_aug2.wav,segment_18.wav,183.643875,188.459125,4.815249999999992,100_DDF,100_DDF_seg018_aug2,рааааа раааа раааааа  1,Рааааа раааа раааааа ...,1,12,4,baseline,1.0,100_DDF,train,True,1.0
19,between,segments\segment_19.wav,segment_19.wav,190.642875,195.460125,4.817250000000001,100_DDF,100_DDF_seg019,нянька готовит сладкое  блюдо,Нянька готовит сладкое ...,блюдо,13,5,real,1.0,100_DDF,train,,
19,between,segments_augmented/100_DDF_seg019_aug1.wav,segment_19.wav,190.642875,195.460125,4.817250000000001,100_DDF,100_DDF_seg019_aug1,нянька готовит сладкое  блюдо,Нянька готовит сладкое ...,блюдо,13,5,real,1.0,100_DDF,train,True,0.0
19,between,segments_augmented/100_DDF_seg019_aug2.wav,segment_19.wav,190.642875,195.460125,4.817250000000001,100_DDF,100_DDF_seg019_aug2,нянька готовит сладкое  блюдо,Нянька готовит сладкое ...,блюдо,13,5,real,1.0,100_DDF,train,True,1.0
20,between,segments\segment_20.wav,segment_20.wav,197.643875,202.459875,4.8160000000000025,100_DDF,100_DDF_seg020,скучный барон строит  замок,Скучный барон строит ...,замок,14,5,real,1.0,100_DDF,train,,
20,between,segments_augmented/100_DDF_seg020_aug1.wav,segment_20.wav,197.643875,202.459875,4.8160000000000025,100_DDF,100_DDF_seg020_aug1,скучный барон строит  замок,Скучный барон строит ...,замок,14,5,real,1.0,100_DDF,train,True,0.0
20,between,segments_augmented/100_DDF_seg020_aug2.wav,segment_20.wav,197.643875,202.459875,4.8160000000000025,100_DDF,100_DDF_seg020_aug2,скучный барон строит  замок,Скучный барон строит ...,замок,14,5,real,1.0,100_DDF,train,True,1.0
21,between,segments\segment_21.wav,segment_21.wav,204.64362500000001,209.4596875,4.816062499999987,100_DDF,100_DDF_seg021,грабитель ловко украл  картину,Грабитель ловко украл ...,картину,15,5,real,1.0,100_DDF,train,,
21,between,segments_augmented/100_DDF_seg021_aug1.wav,segment_21.wav,204.64362500000001,209.4596875,4.816062499999987,100_DDF,100_DDF_seg021_aug1,грабитель ловко украл  картину,Грабитель ловко украл ...,картину,15,5,real,1.0,100_DDF,train,True,0.0
21,between,segments_augmented/100_DDF_seg021_aug2.wav,segment_21.wav,204.64362500000001,209.4596875,4.816062499999987,100_DDF,100_DDF_seg021_aug2,грабитель ловко украл  картину,Грабитель ловко украл ...,картину,15,5,real,1.0,100_DDF,train,True,1.0
22,between,segments\segment_22.wav,segment_22.wav,211.6434375,216.4594375,4.8160000000000025,100_DDF,100_DDF_seg022,лааааа лаааааа лаааааа  1,Лааааа лаааааа лаааааа ...,1,16,6,baseline,1.0,100_DDF,train,,
22,between,segments_augmented/100_DDF_seg022_aug1.wav,segment_22.wav,211.6434375,216.4594375,4.8160000000000025,100_DDF,100_DDF_seg022_aug1,лааааа лаааааа лаааааа  1,Лааааа лаааааа лаааааа ...,1,16,6,baseline,1.0,100_DDF,train,True,0.0
22,between,segments_augmented/100_DDF_seg022_aug2.wav,segment_22.wav,211.6434375,216.4594375,4.8160000000000025,100_DDF,100_DDF_seg022_aug2,лааааа лаааааа лаааааа  1,Лааааа лаааааа лаааааа ...,1,16,6,baseline,1.0,100_DDF,train,True,1.0
23,between,segments\segment_23.wav,segment_23.wav,218.6431875,223.458,4.814812499999988,100_DDF,100_DDF_seg023,руууууу руууу рууууу  1,Руууууу руууу рууууу ...,1,17,6,baseline,1.0,100_DDF,train,,
23,between,segments_augmented/100_DDF_seg023_aug1.wav,segment_23.wav,218.6431875,223.458,4.814812499999988,100_DDF,100_DDF_seg023_aug1,руууууу руууу рууууу  1,Руууууу руууу рууууу ...,1,17,6,baseline,1.0,100_DDF,train,True,0.0
23,between,segments_augmented/100_DDF_seg023_aug2.wav,segment_23.wav,218.6431875,223.458,4.814812499999988,100_DDF,100_DDF_seg023_aug2,руууууу руууу рууууу  1,Руууууу руууу рууууу ...,1,17,6,baseline,1.0,100_DDF,train,True,1.0
24,between,segments\segment_24.wav,segment_24.wav,225.64175,230.459,4.817250000000001,100_DDF,100_DDF_seg024,хыыыыыыыы хыыыы хыыыы  1,Хыыыыыыыы хыыыы хыыыы ...,1,18,6,baseline,1.0,100_DDF,train,,
24,between,segments_augmented/100_DDF_seg024_aug1.wav,segment_24.wav,225.64175,230.459,4.817250000000001,100_DDF,100_DDF_seg024_aug1,хыыыыыыыы хыыыы хыыыы  1,Хыыыыыыыы хыыыы хыыыы ...,1,18,6,baseline,1.0,100_DDF,train,True,0.0
24,between,segments_augmented/100_DDF_seg024_aug2.wav,segment_24.wav,225.64175,230.459,4.817250000000001,100_DDF,100_DDF_seg024_aug2,хыыыыыыыы хыыыы хыыыы  1,Хыыыыыыыы хыыыы хыыыы ...,1,18,6,baseline,1.0,100_DDF,train,True,1.0
25,between,segments\segment_25.wav,segment_25.wav,232.64275,237.4565,4.813749999999999,100_DDF,100_DDF_seg025,дочка второпях испекла  n/r,Дочка второпях испекла ...,N/R,19,7,real,0.0,100_DDF,train,,
25,between,segments_augmented/100_DDF_seg025_aug1.wav,segment_25.wav,232.64275,237.4565,4.813749999999999,100_DDF,100_DDF_seg025_aug1,дочка второпях испекла  n/r,Дочка второпях испекла ...,N/R,19,7,real,0.0,100_DDF,train,True,0.0
25,between,segments_augmented/100_DDF_seg025_aug2.wav,segment_25.wav,232.64275,237.4565,4.813749999999999,100_DDF,100_DDF_seg025_aug2,дочка второпях испекла  n/r,Дочка второпях испекла ...,N/R,19,7,real,0.0,100_DDF,train,True,1.0
26,between,segments\segment_26.wav,segment_26.wav,239.64025,244.4575,4.817250000000001,100_DDF,100_DDF_seg026,хитрая галка клюёт  рис,Хитрая галка клюёт ...,рис,20,7,real,1.0,100_DDF,train,,
26,between,segments_augmented/100_DDF_seg026_aug1.wav,segment_26.wav,239.64025,244.4575,4.817250000000001,100_DDF,100_DDF_seg026_aug1,хитрая галка клюёт  рис,Хитрая галка клюёт ...,рис,20,7,real,1.0,100_DDF,train,True,0.0
26,between,segments_augmented/100_DDF_seg026_aug2.wav,segment_26.wav,239.64025,244.4575,4.817250000000001,100_DDF,100_DDF_seg026_aug2,хитрая галка клюёт  рис,Хитрая галка клюёт ...,рис,20,7,real,1.0,100_DDF,train,True,1.0
27,between,segments\segment_27.wav,segment_27.wav,246.64125,251.45725,4.815999999999974,100_DDF,100_DDF_seg027,посол подарил медное  блюдо,Посол подарил медное ...,блюдо,21,7,real,1.0,100_DDF,train,,
27,between,segments_augmented/100_DDF_seg027_aug1.wav,segment_27.wav,246.64125,251.45725,4.815999999999974,100_DDF,100_DDF_seg027_aug1,посол подарил медное  блюдо,Посол подарил медное ...,блюдо,21,7,real,1.0,100_DDF,train,True,0.0
27,between,segments_augmented/100_DDF_seg027_aug2.wav,segment_27.wav,246.64125,251.45725,4.815999999999974,100_DDF,100_DDF_seg027_aug2,посол подарил медное  блюдо,Посол подарил медное ...,блюдо,21,7,real,1.0,100_DDF,train,True,1.0
28,between,segments\segment_28.wav,segment_28.wav,253.641,258.4570625,4.816062500000015,100_DDF,100_DDF_seg028,куууу кууууууу куууууу  1,Куууу кууууууу куууууу ...,1,22,8,baseline,1.0,100_DDF,train,,
28,between,segments_augmented/100_DDF_seg028_aug1.wav,segment_28.wav,253.641,258.4570625,4.816062500000015,100_DDF,100_DDF_seg028_aug1,куууу кууууууу куууууу  1,Куууу кууууууу куууууу ...,1,22,8,baseline,1.0,100_DDF,train,True,0.0
28,between,segments_augmented/100_DDF_seg028_aug2.wav,segment_28.wav,253.641,258.4570625,4.816062500000015,100_DDF,100_DDF_seg028_aug2,куууу кууууууу куууууу  1,Куууу кууууууу куууууу ...,1,22,8,baseline,1.0,100_DDF,train,True,1.0
29,between,segments\segment_29.wav,segment_29.wav,260.6408125,265.4568125,4.816000000000031,100_DDF,100_DDF_seg029,реееее рееее рееее  1,Реееее рееее рееее ...,1,23,8,baseline,1.0,100_DDF,train,,
29,between,segments_augmented/100_DDF_seg029_aug1.wav,segment_29.wav,260.6408125,265.4568125,4.816000000000031,100_DDF,100_DDF_seg029_aug1,реееее рееее рееее  1,Реееее рееее рееее ...,1,23,8,baseline,1.0,100_DDF,train,True,0.0
29,between,segments_augmented/100_DDF_seg029_aug2.wav,segment_29.wav,260.6408125,265.4568125,4.816000000000031,100_DDF,100_DDF_seg029_aug2,реееее рееее рееее  1,Реееее рееее рееее ...,1,23,8,baseline,1.0,100_DDF,train,True,1.0
30,between,segments\segment_30.wav,segment_30.wav,267.6405625,272.4565625,4.816000000000031,100_DDF,100_DDF_seg030,жаааа жаааааа жааааа  0,Жаааа жаааааа жааааа ...,0,24,8,baseline,0.0,100_DDF,train,,
30,between,segments_augmented/100_DDF_seg030_aug1.wav,segment_30.wav,267.6405625,272.4565625,4.816000000000031,100_DDF,100_DDF_seg030_aug1,жаааа жаааааа жааааа  0,Жаааа жаааааа жааааа ...,0,24,8,baseline,0.0,100_DDF,train,True,0.0
30,between,segments_augmented/100_DDF_seg030_aug2.wav,segment_30.wav,267.6405625,272.4565625,4.816000000000031,100_DDF,100_DDF_seg030_aug2,жаааа жаааааа жааааа  0,Жаааа жаааааа жааааа ...,0,24,8,baseline,0.0,100_DDF,train,True,1.0
31,between,segments\segment_31.wav,segment_31.wav,274.6403125,279.192375,4.552062500000034,100_DDF,100_DDF_seg031,кобра сожрала хилую  рыбу,Кобра сожрала хилую ...,рыбу,25,9,real,1.0,100_DDF,train,,
31,between,segments_augmented/100_DDF_seg031_aug1.wav,segment_31.wav,274.6403125,279.192375,4.552062500000034,100_DDF,100_DDF_seg031_aug1,кобра сожрала хилую  рыбу,Кобра сожрала хилую ...,рыбу,25,9,real,1.0,100_DDF,train,True,0.0
31,between,segments_augmented/100_DDF_seg031_aug2.wav,segment_31.wav,274.6403125,279.192375,4.552062500000034,100_DDF,100_DDF_seg031_aug2,кобра сожрала хилую  рыбу,Кобра сожрала хилую ...,рыбу,25,9,real,1.0,100_DDF,train,True,1.0
32,between,segments\segment_32.wav,segment_32.wav,281.376125,286.4550625,5.078937499999995,100_DDF,100_DDF_seg032,инженер бойко включает  n/r,Инженер бойко включает ...,N/R,26,9,real,0.0,100_DDF,train,,
32,between,segments_augmented/100_DDF_seg032_aug1.wav,segment_32.wav,281.376125,286.4550625,5.078937499999995,100_DDF,100_DDF_seg032_aug1,инженер бойко включает  n/r,Инженер бойко включает ...,N/R,26,9,real,0.0,100_DDF,train,True,0.0
32,between,segments_augmented/100_DDF_seg032_aug2.wav,segment_32.wav,281.376125,286.4550625,5.078937499999995,100_DDF,100_DDF_seg032_aug2,инженер бойко включает  n/r,Инженер бойко включает ...,N/R,26,9,real,0.0,100_DDF,train,True,1.0
33,between,segments\segment_33.wav,segment_33.wav,288.6388125,293.453625,4.814812500000016,100_DDF,100_DDF_seg033,дикий козёл нюхает  навоз?,Дикий козёл нюхает ...,навоз?,27,9,real,1.0,100_DDF,train,,
33,between,segments_augmented/100_DDF_seg033_aug1.wav,segment_33.wav,288.6388125,293.453625,4.814812500000016,100_DDF,100_DDF_seg033_aug1,дикий козёл нюхает  навоз?,Дикий козёл нюхает ...,навоз?,27,9,real,1.0,100_DDF,train,True,0.0
33,between,segments_augmented/100_DDF_seg033_aug2.wav,segment_33.wav,288.6388125,293.453625,4.814812500000016,100_DDF,100_DDF_seg033_aug2,дикий козёл нюхает  навоз?,Дикий козёл нюхает ...,навоз?,27,9,real,1.0,100_DDF,train,True,1.0
34,between,segments\segment_34.wav,segment_34.wav,295.63737499999996,300.454625,4.817250000000058,100_DDF,100_DDF_seg034,дееее дееееее дееее  1,Дееее дееееее дееее ...,1,28,10,baseline,1.0,100_DDF,train,,
34,between,segments_augmented/100_DDF_seg034_aug1.wav,segment_34.wav,295.63737499999996,300.454625,4.817250000000058,100_DDF,100_DDF_seg034_aug1,дееее дееееее дееее  1,Дееее дееееее дееее ...,1,28,10,baseline,1.0,100_DDF,train,True,0.0
34,between,segments_augmented/100_DDF_seg034_aug2.wav,segment_34.wav,295.63737499999996,300.454625,4.817250000000058,100_DDF,100_DDF_seg034_aug2,дееее дееееее дееее  1,Дееее дееееее дееее ...,1,28,10,baseline,1.0,100_DDF,train,True,1.0
35,between,segments\segment_35.wav,segment_35.wav,302.638375,307.4531875,4.814812500000016,100_DDF,100_DDF_seg035,кииииии кииии киииииии  1,Кииииии кииии киииииии ...,1,29,10,baseline,1.0,100_DDF,train,,
35,between,segments_augmented/100_DDF_seg035_aug1.wav,segment_35.wav,302.638375,307.4531875,4.814812500000016,100_DDF,100_DDF_seg035_aug1,кииииии кииии киииииии  1,Кииииии кииии киииииии ...,1,29,10,baseline,1.0,100_DDF,train,True,0.0
35,between,segments_augmented/100_DDF_seg035_aug2.wav,segment_35.wav,302.638375,307.4531875,4.814812500000016,100_DDF,100_DDF_seg035_aug2,кииииии кииии киииииии  1,Кииииии кииии киииииии ...,1,29,10,baseline,1.0,100_DDF,train,True,1.0
36,between,segments\segment_36.wav,segment_36.wav,309.6369375,314.4529375,4.816000000000031,100_DDF,100_DDF_seg036,ныыыы ныыыы ныыыыы  1,Ныыыы ныыыы ныыыыы ...,1,30,10,baseline,1.0,100_DDF,train,,
36,between,segments_augmented/100_DDF_seg036_aug1.wav,segment_36.wav,309.6369375,314.4529375,4.816000000000031,100_DDF,100_DDF_seg036_aug1,ныыыы ныыыы ныыыыы  1,Ныыыы ныыыы ныыыыы ...,1,30,10,baseline,1.0,100_DDF,train,True,0.0
36,between,segments_augmented/100_DDF_seg036_aug2.wav,segment_36.wav,309.6369375,314.4529375,4.816000000000031,100_DDF,100_DDF_seg036_aug2,ныыыы ныыыы ныыыыы  1,Ныыыы ныыыы ныыыыы ...,1,30,10,baseline,1.0,100_DDF,train,True,1.0
37,between,segments\segment_37.wav,segment_37.wav,316.6366875,321.4539375,4.817250000000001,100_DDF,100_DDF_seg037,морячка туго смотала  канат,Морячка туго смотала ...,канат,31,11,real,1.0,100_DDF,train,,
37,between,segments_augmented/100_DDF_seg037_aug1.wav,segment_37.wav,316.6366875,321.4539375,4.817250000000001,100_DDF,100_DDF_seg037_aug1,морячка туго смотала  канат,Морячка туго смотала ...,канат,31,11,real,1.0,100_DDF,train,True,0.0
